rc	context	simul	
http://dbpedia.org/resource/Nefertem	Egyptian	the water-lily	
http://dbpedia.org/resource/Padmaprabha	Jain	http://dbpedia.org/resource/Sacred_lotus_in_religious_art	
http://dbpedia.org/resource/Mokosh	Slavic	Sun	
http://dbpedia.org/resource/Flag_of_the_President_of_Ukraine	Personal	Reverse side is mirror image of obverse side	
http://dbpedia.org/resource/Symbols_of_the_Head_of_the_Sakha_Republic	Personal	Reverse side is mirror image of obverse side	
http://dbpedia.org/resource/Cornish_symbols	Personal Standard	White Cross of molten Tin	
http://dbpedia.org/resource/Sambhavanatha	Jain	http://dbpedia.org/resource/Horse	
http://dbpedia.org/resource/Ceres_(mythology)	Roman	sickle, sheaf of wheat, cornucopia, cereal	
http://dbpedia.org/resource/Janus	Roman	two faces	
http://dbpedia.org/resource/Kesi_(Ganadhara)	Jain	Tree or Jain Chihna	
http://dbpedia.org/resource/Kresnik_(deity)	Slavic	bonfire, east	
http://dbpedia.org/resource/Persephone	Greek	Pomegranate, Seeds of Grain, Torch, Flowers and Deer	
http://dbpedia.org/resource/Ülgen	Turkic	http://dbpedia.org/resource/Pleiades	
http://dbpedia.org/resource/Ḫaldi	Urartian	http://dbpedia.org/resource/Cultural_depictions_of_lions	
http://dbpedia.org/resource/Laran	Etruscan	Cuiress, shield, sword, and lance	
http://dbpedia.org/resource/Leto	Greek	Veil, dates, palm tree, rooster, wolf, gryphon, weasel	
http://dbpedia.org/resource/Libertas	Roman	Pileus, rod	
http://dbpedia.org/resource/Luna_(goddess)	Roman	Chariot, crescent moon	
http://dbpedia.org/resource/Maat	Egyptian	scales, ostrich feather	
http://dbpedia.org/resource/Mars_(mythology)	Roman	http://dbpedia.org/resource/Planet_symbols	
http://dbpedia.org/resource/Mercury_(mythology)	Roman	Caduceus, winged sandals, winged hat, tortoise, ram and rooster	
http://dbpedia.org/resource/Atabey_(goddess)	Taíno	Depicted as a nude woman, anthropomorphic representation of Mother Earth	representation of Mother Earth
http://dbpedia.org/resource/Aten	Egyptian	Sun disc and reaching rays of light	
http://dbpedia.org/resource/Atet	Egyptian	boat	
http://dbpedia.org/resource/Aurora_(mythology)	Roman	Chariot, saffron, cicada	
http://dbpedia.org/resource/Awanyu	http://dbpedia.org/resource/Tewa	http://dbpedia.org/resource/Feathered_Serpent	
http://dbpedia.org/resource/Ay_Ata	Turkic	http://dbpedia.org/resource/Moon	
http://dbpedia.org/resource/Sobek	Egyptian	crocodile	
http://dbpedia.org/resource/Socialist_People's_Party_(Denmark)	Representation	F	
http://dbpedia.org/resource/Sopdet	Egyptian	http://dbpedia.org/resource/Dog	
http://dbpedia.org/resource/Sopdet	Egyptian	http://dbpedia.org/resource/Sirius	
http://dbpedia.org/resource/St._Jago_Cathedral_Prep	http://dbpedia.org/resource/Private_School_(film)	http://dbpedia.org/resource/Torch	
http://dbpedia.org/resource/Malakbel	Arabian	Solar halo, eagle	
http://dbpedia.org/resource/Priapus	Greek	Donkey, flowers, fruit, vegetables, fish, bees	
http://dbpedia.org/resource/Phosop	Southeast Asian	Mature rice sheaves	
http://dbpedia.org/resource/Shitalanatha	Jain	http://dbpedia.org/resource/Kalpavriksha	
http://dbpedia.org/resource/Yúcahu	Taíno	Three-pointed zemi, frog, rain, cassava and derivatives	
http://dbpedia.org/resource/Yer_Tanrı	Turkic	Beautiful woman	
http://dbpedia.org/resource/Amadioha	Alusi	White ram	
http://dbpedia.org/resource/Hades	Greek	cornucopia, Cypress, Narcissus, keys, serpent, mint plant, white poplar, dog, pomegranate, sheep, cattle, screech owl, horse, chariot	
http://dbpedia.org/resource/Hades_in_popular_culture	Greek	Cerberus, Cap of invisibility, or Helm of Darkness, Cypress, Narcissus and Key of Hades	
http://dbpedia.org/resource/Apep	Egyptian	Snake	
http://dbpedia.org/resource/Apis_(deity)	Egyptian	http://dbpedia.org/resource/Bull	
http://dbpedia.org/resource/Apollonis	Greek	http://dbpedia.org/resource/Lyre	
http://dbpedia.org/resource/Horus	Egyptian	http://dbpedia.org/resource/Eye_of_Horus	
http://dbpedia.org/resource/Horus	Egyptian	hieracosphinx, hawk, lion, winged sun disk	
http://dbpedia.org/resource/Inanna	Mesopotamian	hook-shaped knot of reeds, eight-pointed star, lion, rosette, dove	
http://dbpedia.org/resource/Delta_Kappa_Alpha	Professional	http://dbpedia.org/resource/Movie_camera	
http://dbpedia.org/resource/Alpha_Epsilon_Iota	Professional	serpent	
http://dbpedia.org/resource/Isis	Egyptian	http://dbpedia.org/resource/Tyet	
http://dbpedia.org/resource/Jasmine_in_Karnataka	http://dbpedia.org/resource/Jasminum_sambac	JASMI	
http://dbpedia.org/resource/Jasmine_in_Karnataka	http://dbpedia.org/resource/Jasminum_grandiflorum	JASMI	
http://dbpedia.org/resource/Santa_Muerte	Aztec/Mexican	Human female skeleton clad in a robe	
http://dbpedia.org/resource/Satis_(goddess)	Egyptian	"Hedjet crown; antelope; ankh; bow; arrow; flowing river; Sirius"	
http://dbpedia.org/resource/Alpha_Kappa_Psi	Professional	Phoenician Galley	
http://dbpedia.org/resource/Gamma_Eta_Gamma	Professional	Lamp, Star, Fasces, Balance	
http://dbpedia.org/resource/Push-button	http://dbpedia.org/resource/Switch	http://dbpedia.org/resource/File:IEEE_315_Contacts,_Switches,_Contactors,_and_Relays_Symbols_(57).svg	
http://dbpedia.org/resource/Ikenga	Alusi	Ram's Horns	
http://dbpedia.org/resource/Anantanatha	Jain	Falcon  as per Svetambara	
http://dbpedia.org/resource/Anantanatha	Jain	Porcupine  as per Digambara	
http://dbpedia.org/resource/Annapurna_(goddess)	Hindu	Pot and ladle	
http://dbpedia.org/resource/Anu	Mesopotamian	Dingir	
http://dbpedia.org/resource/Anubis	Egyptian	mummy gauze, fetish, jackal, flail	
http://dbpedia.org/resource/Anuket	Egyptian	Bow, arrows, gazelle, ostrich feather	
http://dbpedia.org/resource/Aphrodite	Greek	Dolphin, Rose, Scallop Shell, Myrtle, Dove, Sparrow, Girdle, Mirror, Pearl and Swan	
http://dbpedia.org/resource/Apollo	Greek	Lyre, laurel wreath, python, raven, swan, bow and arrows	
http://dbpedia.org/resource/Aquila_Legis	Law-based	Eagle	
http://dbpedia.org/resource/Aranatha	Jain	Fish  Nandavarta	
http://dbpedia.org/resource/Asherah	Canaanite	http://dbpedia.org/resource/Asherah_pole	
http://dbpedia.org/resource/Athena	Greek	Owls, olive trees, snakes, Aegis, armour, helmets, spears, Gorgoneion	
http://dbpedia.org/resource/Kappa_Lambda_Chi	Professional	Lock	
http://dbpedia.org/resource/Lambda_Kappa_Sigma	Professional	http://dbpedia.org/resource/Caduceus	
http://dbpedia.org/resource/Sigma_Alpha_Iota	Professional	Pan Pipes	
http://dbpedia.org/resource/Sigma_Mu_Delta	Professional	http://dbpedia.org/resource/Caduceus	
http://dbpedia.org/resource/Phi_Delta_Phi	Professional	Owl, Skull	
http://dbpedia.org/resource/Theta_Tau	Professional	Hammer and Tongs, Gear	
http://dbpedia.org/resource/Alpha_Iota	Professional and Social	Cup, Sphinx, Rose, Ionic Column, Two Stars, Open Book, and Roman Fasce	
http://dbpedia.org/resource/Osiris	Egyptian	Crook and flail, Atef crown, ostrich feathers, fish, mummy gauze, djed	
http://dbpedia.org/resource/Gamma_Alpha	Professional fraternity	wings and star within a diamond-shaped pin	
http://dbpedia.org/resource/Thanatos	Greek	http://dbpedia.org/resource/Torch	
http://dbpedia.org/resource/Thanatos	Greek	http://dbpedia.org/resource/Butterfly	
http://dbpedia.org/resource/Thanatos	Greek	http://dbpedia.org/resource/Xiphos	
http://dbpedia.org/resource/Thanatos	Greek	http://dbpedia.org/resource/Theta	
http://dbpedia.org/resource/Thanatos	Greek	http://dbpedia.org/resource/Poppy	
http://dbpedia.org/resource/Kayra	Turkic	http://dbpedia.org/resource/God	
http://dbpedia.org/resource/Wepwawet	Egyptian	the mace, hunting arrows, wolf	
http://dbpedia.org/resource/Delta_Chi_Xi	Professional, Scholarship, Service	http://dbpedia.org/resource/Spiral	
http://dbpedia.org/resource/Abhinandananatha	Jain	http://dbpedia.org/resource/Monkey	
http://dbpedia.org/resource/Delta_Chi_Xi	Professional, Scholarship, Service	http://dbpedia.org/resource/Solar_symbol	
http://dbpedia.org/resource/Alpha_Gamma_Sigma_(fraternity)	Professional, Social	http://dbpedia.org/resource/Plough	
http://dbpedia.org/resource/Adonis	Greek	anemones, as well as lettuce, fennel, and other fast-growing plants	
http://dbpedia.org/resource/YuMe	Public	YUME	
http://dbpedia.org/resource/Pi_Kappa_Phi	Secret/Social	Bell, Star & Lamp	
http://dbpedia.org/resource/Al-Uzza	Arabian	Three trees	
http://dbpedia.org/resource/Ala_(odinani)	Alusi	http://dbpedia.org/resource/Pythonidae	
http://dbpedia.org/resource/Ala_(odinani)	Alusi	http://dbpedia.org/resource/Crescent	
http://dbpedia.org/resource/Delta_Sigma_Theta	Service	Pyramid	
http://dbpedia.org/resource/Tulsi_in_Hinduism	Hindu	http://dbpedia.org/resource/Ocimum_tenuiflorum	
http://dbpedia.org/resource/Kappa_Epsilon_Psi	Service	Antique Key	
http://dbpedia.org/resource/Sigma_Mu_Sigma	Service	Lamp, All-Seeing Eye,	
http://dbpedia.org/resource/Themis	Greek	http://dbpedia.org/resource/Lady_Justice	
http://dbpedia.org/resource/Turan_(mythology)	Etruscan	Dove, Swan, and anything relating to Beauty.	
http://dbpedia.org/resource/Tutu_(Egyptian_god)	Egyptian	Lion, Sphinx, weaponry	
http://dbpedia.org/resource/Yam_(god)	Canaanite	Serpent	
http://dbpedia.org/resource/Flag_of_Dalmatia	Regional	http://dbpedia.org/resource/File:IFIS_Equal.svg	
http://dbpedia.org/resource/Flag_of_Mengjiang	http://dbpedia.org/resource/National_flag	22	
http://dbpedia.org/resource/Sigma_Mu_Sigma	Service	open book, clasped hands	
http://dbpedia.org/resource/Epsilon_Tau_Pi	Service	The Bald eagle	
http://dbpedia.org/resource/Delta_Kappa_Delta	Service and Cultural interest	http://dbpedia.org/resource/Diya_(lamp)	
http://dbpedia.org/resource/Delta_Xi_Nu	Service and Social	http://dbpedia.org/resource/Butterfly	
http://dbpedia.org/resource/Flag_of_Tasmania	National	http://dbpedia.org/resource/File:IFIS_Historical.svg	
http://dbpedia.org/resource/Flag_of_Tasmania	National	http://dbpedia.org/resource/File:IFIS_Normal.svg	
http://dbpedia.org/resource/Flag_of_Turkmeneli	Regional	http://dbpedia.org/resource/File:IFIS_Equal.svg	
http://dbpedia.org/resource/Zeta_Sigma_Chi	Service and Social	Unicorn	
http://dbpedia.org/resource/Ninsun	Mesopotamian	http://dbpedia.org/resource/Cattle	
http://dbpedia.org/resource/Pushpadanta	Jain	http://dbpedia.org/resource/Crocodile	
http://dbpedia.org/resource/Meretseger	Egyptian	http://dbpedia.org/resource/Cobra	
http://dbpedia.org/resource/Abundantia	Roman	Cornucopia and Fortuna	
http://dbpedia.org/resource/Tau_Phi_Sigma	Service and Social	http://dbpedia.org/resource/Griffin	
http://dbpedia.org/resource/Cornish_symbols	County	White Cross of molten Tin	
http://dbpedia.org/resource/Alpha_Sigma_Phi_(Philippines)	Service, Social	http://dbpedia.org/resource/Phoenix_(mythology)	
http://dbpedia.org/resource/Cronus	Greek	http://dbpedia.org/resource/Scythe	
http://dbpedia.org/resource/Cronus	Greek	http://dbpedia.org/resource/Sickle	
http://dbpedia.org/resource/Cronus	Greek	http://dbpedia.org/resource/Grain	
http://dbpedia.org/resource/Cronus	Greek	http://dbpedia.org/resource/Snake	
http://dbpedia.org/resource/Kunthunatha	Jain	Goat	
http://dbpedia.org/resource/Delta_Delta_Delta	Social	ΔΔΔ , Dolphin	
http://dbpedia.org/resource/Delta_Gamma	Social	http://dbpedia.org/resource/Anchor	
http://dbpedia.org/resource/Delta_Kappa_Epsilon	Social	Rampant Lion	
http://dbpedia.org/resource/Delta_Lambda_Phi	Social	http://dbpedia.org/resource/Centaur	
http://dbpedia.org/resource/Delta_Phi	Social	The Maltese Cross	
http://dbpedia.org/resource/Delta_Phi_Epsilon_(social)	Social	Equilateral Triangle	
http://dbpedia.org/resource/Delta_Sigma_Epsilon_(sorority)	Social	Cornucopia, Friendship Circle	
http://dbpedia.org/resource/Delta_Zeta	Social	Roman Lamp	
http://dbpedia.org/resource/Alpha_Chi_Alpha	Social	White Horse	
http://dbpedia.org/resource/Alpha_Chi_Omega	Social	Golden lyre	
http://dbpedia.org/resource/Alpha_Delta_Phi	Social	http://dbpedia.org/resource/Spear	
http://dbpedia.org/resource/Hephaestus	Greek	http://dbpedia.org/resource/Hammer	
http://dbpedia.org/resource/Hephaestus	Greek	http://dbpedia.org/resource/Anvil	
http://dbpedia.org/resource/Hephaestus	Greek	http://dbpedia.org/resource/Tongs	
http://dbpedia.org/resource/Hephaestus	Greek	http://dbpedia.org/resource/Volcano	
http://dbpedia.org/resource/Dea_Gravida	Phoenician	Pregnant female	
http://dbpedia.org/resource/Ọrunmila	Yoruba	Ifa divination	
http://dbpedia.org/resource/Ọsanyìn	Yoruba	ase	
http://dbpedia.org/resource/Ariadne	Greek	http://dbpedia.org/resource/Snake	
http://dbpedia.org/resource/Ariadne	Greek	http://dbpedia.org/resource/Bull	
http://dbpedia.org/resource/Ariadne	Greek	http://dbpedia.org/resource/Thread_(yarn)	
http://dbpedia.org/resource/Ariadne	Greek	http://dbpedia.org/resource/String_(structure)	
http://dbpedia.org/resource/Asclepius	Greek	http://dbpedia.org/resource/Rod_of_Asclepius	
http://dbpedia.org/resource/Ashur_(god)	http://dbpedia.org/resource/Assyrian	http://dbpedia.org/resource/Winged_sun	
http://dbpedia.org/resource/Bellona_(goddess)	Roman	Military helmet and torch	
http://dbpedia.org/resource/Parkinsonia_microphylla	shrub	PAMI5	
http://dbpedia.org/resource/Parshvanatha	Jain	Snake	
http://dbpedia.org/resource/Pele_(deity)	Hawaiian	fire, volcano	
http://dbpedia.org/resource/Alpha_Delta_Phi	Social	http://dbpedia.org/resource/Crescent	
http://dbpedia.org/resource/Alpha_Delta_Phi	Social	http://dbpedia.org/resource/Escutcheon_(heraldry)	
http://dbpedia.org/resource/Rishabhanatha	Jain	http://dbpedia.org/resource/Bull	
http://dbpedia.org/resource/Rod_(Slavic_religion)	Slavic	http://dbpedia.org/resource/Six-petal_rosette	
http://dbpedia.org/resource/Seshat	Egyptian	leopard skin, tablet, star, stylus	
http://dbpedia.org/resource/Shantinatha	Jain	Deer or Antelope	
http://dbpedia.org/resource/Alpha_Delta_Phi	Social	http://dbpedia.org/resource/Star_polygon	
http://dbpedia.org/resource/Alpha_Delta_Phi	Social	http://dbpedia.org/resource/Sword	
http://dbpedia.org/resource/Alpha_Epsilon_Phi	Social	Columns	
http://dbpedia.org/resource/Alpha_Kappa_Delta_Phi	Social	http://dbpedia.org/resource/Hourglass	
http://dbpedia.org/resource/Alpha_Lambda_Omega	Social	The Sheep	
http://dbpedia.org/resource/Alpha_Omicron_Pi	Social	http://dbpedia.org/resource/Sheaf_(agriculture)	
http://dbpedia.org/resource/Alpha_Phi	Social	http://dbpedia.org/resource/Hedera	
http://dbpedia.org/resource/Alpha_Psi_Rho	Social	Doberman	
http://dbpedia.org/resource/Alpha_Rho_Upsilon	Social	crest with a pair of shaking hands and lamp of enlightenment	
http://dbpedia.org/resource/Alpha_Sigma_Alpha	Social	http://dbpedia.org/resource/Arecaceae	
http://dbpedia.org/resource/Alpha_Sigma_Alpha	Social	http://dbpedia.org/resource/Phoenix_(mythology)	
http://dbpedia.org/resource/Alpha_Sigma_Alpha	Social	http://dbpedia.org/resource/Star	
http://dbpedia.org/resource/Alpha_Sigma_Alpha	Social	http://dbpedia.org/resource/Crown	
http://dbpedia.org/resource/Alpha_Sigma_Tau	Social	http://dbpedia.org/resource/Anchor	
http://dbpedia.org/resource/Alpha_Xi_Delta	Social	http://dbpedia.org/resource/Quill	
http://dbpedia.org/resource/Chi_Gamma_Epsilon	Social	Phoenix	
http://dbpedia.org/resource/Chi_Omega	Social	http://dbpedia.org/resource/Skull_and_crossbones_(fraternities_and_sports)	
http://dbpedia.org/resource/Chi_Phi	Social	Chakett	
http://dbpedia.org/resource/Gamma_Eta	Social	Sun and Fleur de Lis	
http://dbpedia.org/resource/Gamma_Phi_Beta	Social	Crescent Moon	
http://dbpedia.org/resource/Beta_Epsilon_Gamma_Gamma_Alpha_Rho_Sigma	Social	Triangle, circle, flash	
http://dbpedia.org/resource/Beta_Sigma_Omicron	Social	Stars, Covenant, Lamp, Laurel	
http://dbpedia.org/resource/Beta_Sigma_Phi	Social	the Torch	
http://dbpedia.org/resource/Beta_Sigma_Psi	Social	http://dbpedia.org/resource/Luther_rose	
http://dbpedia.org/resource/Kappa_Alpha_Society	Social	Kappa Alpha Key	
http://dbpedia.org/resource/Kappa_Alpha_Theta	Social	Kite, Twin Stars	
http://dbpedia.org/resource/Simandhara	Jain	http://dbpedia.org/resource/Bull	
http://dbpedia.org/resource/Sin_(mythology)	Mesopotamian	Bull, Crescent	
http://dbpedia.org/resource/Kappa_Beta_Gamma	Social	Five-pointed Star	
http://dbpedia.org/resource/Tala_(goddess)	Philippine	Star, Orb	
http://dbpedia.org/resource/Kappa_Delta	Social	http://dbpedia.org/resource/Dagger	
http://dbpedia.org/resource/Kappa_Delta	Social	http://dbpedia.org/resource/Nautilus	
http://dbpedia.org/resource/Kappa_Kappa_Gamma	Social	Key, Fleur-de-Lis, Owl	
http://dbpedia.org/resource/Kappa_Lambda_Psi	Social	http://dbpedia.org/resource/Purple	
http://dbpedia.org/resource/Kappa_Lambda_Psi	Social	http://dbpedia.org/resource/Heart_symbol	
http://dbpedia.org/resource/Kappa_Lambda_Psi	Social	http://dbpedia.org/resource/Candle	
http://dbpedia.org/resource/Kappa_Lambda_Psi	Social	http://dbpedia.org/resource/Star_polygon	
http://dbpedia.org/resource/Kappa_Sigma_(Philippines)	Social	Kindred	
http://dbpedia.org/resource/Zeta_Tau_Alpha	Social	Five-pointed Crown , Strawberry	
http://dbpedia.org/resource/Omega_Phi_Gamma	Social	http://dbpedia.org/resource/Dragon	
http://dbpedia.org/resource/Rho_Delta_Chi	Social	Heart with a Halo on the Left Side	
http://dbpedia.org/resource/Vimalanatha	Jain	Boar	
http://dbpedia.org/resource/Vinayaki	Hindu	http://dbpedia.org/resource/Modak	
http://dbpedia.org/resource/Vulcan_(mythology)	Roman	Blacksmith's hammer	
http://dbpedia.org/resource/Hubal	Arabian	Gold-handed figure, arrows	
http://dbpedia.org/resource/Meskhenet	Egyptian	Cow's uterus	
http://dbpedia.org/resource/Knife_switch	http://dbpedia.org/resource/Switch	http://dbpedia.org/resource/File:IEEE_315_Contacts,_Switches,_Contactors,_and_Relays_Symbols_(52).svg	
http://dbpedia.org/resource/Koyash	Turkic	Winged Horse and Fiery Bird	
http://dbpedia.org/resource/Yemọja	Yoruba	river stones, cowrie shells, fans, cutlass, fish, multi-stranded crystal clear water-like beaded necklace, white cloth, indigo cloth, wood carvings of a stately nursing mother carried on the heads of devotees, mermaids	
http://dbpedia.org/resource/Acacia_(fraternity)	Social	3	
http://dbpedia.org/resource/Lambda_Lambda_Lambda	Social	Bear	
http://dbpedia.org/resource/Naminatha	Jain	Blue Water-Lily Or Blue Lotus	
http://dbpedia.org/resource/Sigma_Delta_Tau	Social	http://dbpedia.org/resource/Torch	
http://dbpedia.org/resource/Sigma_Kappa	Social	http://dbpedia.org/resource/Heart_symbol	
http://dbpedia.org/resource/Sigma_Kappa	Social	http://dbpedia.org/resource/Columbidae	
http://dbpedia.org/resource/Neith	Egyptian	bow, shield, crossed arrows, ankh, loom, mummy cloth	
http://dbpedia.org/resource/Nemesis	Greek	Sword, lash, dagger, measuring rod, scales, bridle	
http://dbpedia.org/resource/Neminatha	Jain	Shankha	
http://dbpedia.org/resource/Neptune_(mythology)	Roman	http://dbpedia.org/resource/Dolphin	
http://dbpedia.org/resource/Neptune_(mythology)	Roman	http://dbpedia.org/resource/Trident	
http://dbpedia.org/resource/Neptune_(mythology)	Roman	http://dbpedia.org/resource/Horse	
http://dbpedia.org/resource/Sigma_Kappa_Upsilon_Mu	Social	http://dbpedia.org/resource/Elephant	
http://dbpedia.org/resource/Sigma_Psi	Social	http://dbpedia.org/resource/Butterfly	
http://dbpedia.org/resource/Sigma_Sigma_Sigma	Social	http://dbpedia.org/resource/Sailboat	
http://dbpedia.org/resource/Sigma_Tau_Gamma	Social	The Chain of Honor	
http://dbpedia.org/resource/Sigma_Thêta_Pi	Social	Radiant Star	
http://dbpedia.org/resource/Tau_Kappa_Epsilon	Social	http://dbpedia.org/resource/Equilateral_triangle	
http://dbpedia.org/resource/National_Association_of_Seadogs	Social	http://dbpedia.org/resource/Jolly_Roger	
http://dbpedia.org/resource/Phi_Alpha_Mu	Social	Torch of Learning	
http://dbpedia.org/resource/Phi_Beta_Chi	Social	Ellipse	
http://dbpedia.org/resource/Phi_Gamma_Delta	Social	http://dbpedia.org/resource/File:Phi_Gamma_Delta_Star+Diamond.png	
http://dbpedia.org/resource/Phi_Mu	Social	http://dbpedia.org/resource/Quatrefoil	
http://dbpedia.org/resource/Phi_Sigma_Epsilon	Social	Triangle	
http://dbpedia.org/resource/Phi_Sigma_Kappa	Social	The Triple T's	
http://dbpedia.org/resource/Phi_Sigma_Nu	Social	http://dbpedia.org/resource/Turtle	
http://dbpedia.org/resource/Phi_Sigma_Rho	Social	Star and pyramid	
http://dbpedia.org/resource/Phi_Sigma_Sigma	Social	http://dbpedia.org/resource/Sphinx	
http://dbpedia.org/resource/Pi_Beta_Phi	Social	http://dbpedia.org/resource/Arrow	
http://dbpedia.org/resource/Pi_Kappa_Alpha	Social	The Oak Tree, Shield & Diamond, Dagger & Key	
http://dbpedia.org/resource/Pi_Kappa_Sigma	Social	Lamp, Star, Phi, Open Book, Laurel Wreath, Scroll	
http://dbpedia.org/resource/Theta_Chi	Social	http://dbpedia.org/resource/Rattlesnake	
http://dbpedia.org/resource/Theta_Kappa_Nu	Social	Syriac numeral eleven	
http://dbpedia.org/resource/Theta_Phi_Alpha	Social	http://dbpedia.org/resource/Compass	
http://dbpedia.org/resource/Theta_Sigma_Upsilon	Social	Helmet, Shield, Spear, Torch	
http://dbpedia.org/resource/Alpha_Omega_Epsilon	Social and Professional	Dolphin	
http://dbpedia.org/resource/Lambda_Phi_Xi	Social and Service Multicultural Sorority	Shooting Star	
http://dbpedia.org/resource/Alpha_Sigma_Phi	Social Fraternity	http://dbpedia.org/resource/Phoenix_(mythology)	
http://dbpedia.org/resource/Seal_and_Serpent	Social Society	Shield, Serpent and Skull	
http://dbpedia.org/resource/Theta_Delta_Kappa	Social/Spiritual	The Crest of Theta Delta Kappa	
http://dbpedia.org/resource/Alpha_Gamma_Rho	Social-professional fraternity	Sickle and Sheaf	
http://dbpedia.org/resource/Poseidon	Greek	Trident, fish, dolphin, horse, bull	
http://dbpedia.org/resource/Sumatinatha	Jain	http://dbpedia.org/resource/Goose	
http://dbpedia.org/resource/Suparshvanatha	Jain	http://dbpedia.org/resource/Swastika	
http://dbpedia.org/resource/Sigma_Phi_Omega	Social-Service	White Dove	
http://dbpedia.org/resource/Gamma_Omicron_Delta_Sigma	Socio Economic Service Fraternity	Diamond and ovoid	
http://dbpedia.org/resource/Eris_(mythology)	Greek	http://dbpedia.org/resource/Apple_of_Discord	
http://dbpedia.org/resource/Echo_(mythology)	Greek	Skunk, Crabgrass, Hemlock	
http://dbpedia.org/resource/Enyo	Greek	Military helmet and torch	
http://dbpedia.org/resource/Eos	Greek	Saffron, Cloak, Roses, Tiara, Cicada, Horse	
http://dbpedia.org/resource/Eros	Greek	Bow and arrows	
http://dbpedia.org/resource/Father_of_Greatness	Manichaean	Light	
http://dbpedia.org/resource/Shreyansanatha	Jain	http://dbpedia.org/resource/Rhinoceros	
http://dbpedia.org/resource/Jesus_the_Splendour	Manichaean	Cross of Light	
http://dbpedia.org/resource/Qetesh	Egyptian	Lion, snake, lotus flowers	
http://dbpedia.org/resource/Prajapati	Hindu	Japmala, Lotus, Sankha	
http://dbpedia.org/resource/El_(deity)	Canaanite	http://dbpedia.org/resource/Bull	
http://dbpedia.org/resource/Enki	Mesopotamian	Goat, Fish, Goat-fish chimera	
http://dbpedia.org/resource/Enlil	Mesopotamian	Horned crown	
http://dbpedia.org/resource/Pi_Sigma	Socio Political Service Fraternity	Fraternity seal	
http://dbpedia.org/resource/International_Association_of_Rebekah_Assemblies	Sororal and service organization	Three-link chain, dove, lily, moon and seven stars	
http://dbpedia.org/resource/Anhur	Egyptian	ostrich plumes, lion, spear	
http://dbpedia.org/resource/Anput	Egyptian	jackal, canopic jars, mummy gauze	
http://dbpedia.org/resource/Anteros	Greek	golden club with arrows of lead	
http://dbpedia.org/resource/Hercules	Roman	Club, Nemean Lion, bow and arrows	
http://dbpedia.org/resource/Barnet_Copthall	Sports and Recreation	america-football	
http://dbpedia.org/resource/Mu_Phi_Epsilon	International, Professional	Triangle	
http://dbpedia.org/resource/Flag_of_Florida	State	http://dbpedia.org/resource/File:IFIS_Equal.svg	
http://dbpedia.org/resource/Munisuvrata	Jain	Tortoise	
http://dbpedia.org/resource/Māllīnātha	Jain	Urn or Kalasa	
http://dbpedia.org/resource/Tapati	Hindu	Water	
http://dbpedia.org/resource/Flag_of_Georgia_(U.S._state)	State	http://dbpedia.org/resource/File:IFIS_Mirror.svg	
http://dbpedia.org/resource/Jupiter_(mythology)	Roman	http://dbpedia.org/resource/Thunderbolt	
http://dbpedia.org/resource/Jupiter_(mythology)	Roman	http://dbpedia.org/resource/Oak	
http://dbpedia.org/resource/Jupiter_(mythology)	Roman	http://dbpedia.org/resource/Eagle	
http://dbpedia.org/resource/Mayari	philippine	Moon, Sword, Bow, Kampilan	
http://dbpedia.org/resource/Flying_Spaghetti_Monster	Modern	http://dbpedia.org/resource/File:FSM_Logo.svg	
http://dbpedia.org/resource/Khonsu	Egyptian	the moon disk, the sidelock, falcon, crook and flail, was-scepter	
http://dbpedia.org/resource/Serket	Egyptian	http://dbpedia.org/resource/Scorpion	
http://dbpedia.org/resource/Chronos	Greek	Harvesting Scythe, Zodiac Wheel	
http://dbpedia.org/resource/Flag_of_Victoria_(Australia)	State	http://dbpedia.org/resource/File:IFIS_Historical.svg	
http://dbpedia.org/resource/Flag_of_Victoria_(Australia)	State	http://dbpedia.org/resource/File:IFIS_Normal.svg	
http://dbpedia.org/resource/Flag_of_Queensland	State	http://dbpedia.org/resource/File:IFIS_Historical.svg	
http://dbpedia.org/resource/Flag_of_Queensland	State	http://dbpedia.org/resource/File:IFIS_Normal.svg	
http://dbpedia.org/resource/Flag_of_South_Australia	State	http://dbpedia.org/resource/File:IFIS_Historical.svg	
http://dbpedia.org/resource/Flag_of_South_Australia	State	http://dbpedia.org/resource/File:IFIS_Normal.svg	
http://dbpedia.org/resource/Flag_of_Western_Australia	State	http://dbpedia.org/resource/File:IFIS_Normal.svg	
http://dbpedia.org/resource/Flughafen_BER_-_Terminal_5_station	Through station	s	
http://dbpedia.org/resource/Flughafen_BER_-_Terminal_5_station	Through station	rail	
http://dbpedia.org/resource/Upsilon_Sigma_Phi	University	Fraternity Seal	
http://dbpedia.org/resource/Thoth	Egyptian	Ibis, moon disk, papyrus scroll, reed pens, writing palette, stylus, baboon, scales	
http://dbpedia.org/resource/Tinia	Etruscan	http://dbpedia.org/resource/Thunderbolt	
http://dbpedia.org/resource/Sigma_Rho_Fraternity	University	Fraternity seal	
http://dbpedia.org/resource/Pattini	Buddhism	http://dbpedia.org/resource/Azadirachta_indica	
http://dbpedia.org/resource/Pattini	Buddhism	http://dbpedia.org/resource/Anklet	
http://dbpedia.org/resource/Pax_(goddess)	Roman goddess for peace	Caducues, Cornucopia, Corn, Olive branches, Sceptre	
